Target_genes	E2f1|Average	SRX122390|Dendritic_Cells	SRX122391|Dendritic_Cells	SRX122392|Dendritic_Cells	SRX122393|Dendritic_Cells	SRX2897262|ES_cells	SRX2897263|ES_cells	SRX1334844|Hepatocytes	SRX1120752|MEF	SRX1120755|MEF	STRING
Rttn	34.333333	0	0	0	0	0	0	309	0	0	0
Pcnt	34.333333	0	0	0	0	0	0	309	0	0	0
Nrde2	34.333333	0	0	0	0	0	0	309	0	0	0
Cep192	34.333333	0	0	0	0	0	0	309	0	0	0
4931406C07Rik	34.333333	0	0	0	0	309	0	0	0	0	0
Tmem43	34.222222	0	0	0	0	0	0	308	0	0	0
Stt3a	34.222222	0	0	0	0	0	0	308	0	0	0
Slc29a1	34.222222	0	0	0	0	0	0	165	143	0	0
Ptbp2	34.222222	0	0	0	0	308	0	0	0	0	0
Glrx5	34.222222	0	0	0	0	308	0	0	0	0	0
Glrx2	34.222222	0	0	0	0	308	0	0	0	0	0
Foxi3	34.222222	0	0	0	0	207	0	101	0	0	0
Chchd4	34.222222	0	0	0	0	0	0	308	0	0	0
Ccdc6	34.222222	0	0	0	0	308	0	0	0	0	0
Tcp1	34.111111	0	0	0	0	0	0	216	91	0	0
Mrtfb	34.111111	0	0	0	0	307	0	0	0	0	0
Mrpl18	34.111111	0	0	0	0	0	0	216	91	0	0
Lsm12	34.111111	0	0	0	0	307	0	0	0	0	0
G6pc3	34.111111	0	0	0	0	307	0	0	0	0	0
BC028528	34.111111	0	0	0	0	0	0	307	0	0	0
Aph1a	34.111111	0	0	0	0	0	0	307	0	0	0
Zcchc2	34.000000	0	0	0	0	199	107	0	0	0	0
Sec31a	34.000000	0	0	0	0	189	117	0	0	0	0
Begain	34.000000	0	0	0	0	306	0	0	0	0	0
Xrcc1	33.888889	0	0	0	0	0	0	305	0	0	438
Zmat3	33.888889	0	0	0	0	305	0	0	0	0	0
Utp23	33.888889	0	0	0	0	0	0	305	0	0	0
Trip12	33.888889	0	0	0	0	184	121	0	0	0	0
Top3a	33.888889	0	0	0	0	0	0	305	0	0	0
Smcr8	33.888889	0	0	0	0	0	0	305	0	0	0
Rtel1	33.888889	0	0	0	0	0	0	305	0	0	0
Pinlyp	33.888889	0	0	0	0	0	0	305	0	0	0
Naf1	33.888889	0	0	0	0	305	0	0	0	0	0
Me2	33.888889	0	0	0	0	183	122	0	0	0	0
Fbxo36	33.888889	0	0	0	0	184	121	0	0	0	0
Dcun1d5	33.888889	0	0	0	0	151	0	154	0	0	0
Cnot10	33.888889	0	0	0	0	0	0	305	0	0	0
Zfp276	33.777778	0	0	0	0	304	0	0	0	0	0
Vps9d1	33.777778	0	0	0	0	304	0	0	0	0	0
Snx10	33.777778	0	0	0	0	304	0	0	0	0	0
Smg7	33.777778	0	0	0	0	146	0	158	0	0	0
Slc25a51	33.777778	0	0	0	0	304	0	0	0	0	0
Mark2	33.777778	0	0	0	0	173	131	0	0	0	0
Ddx19a	33.777778	0	0	0	0	0	0	304	0	0	0
Actr3	33.777778	0	0	0	0	0	0	304	0	0	0
Ccdc71l	33.666667	0	0	0	0	303	0	0	0	0	0
Atxn7l2	33.666667	0	0	0	0	303	0	0	0	0	0
Ubn2	33.444444	0	0	0	0	301	0	0	0	0	0
Nxf1	33.444444	0	0	0	0	177	124	0	0	0	0
Nid2	33.444444	0	0	0	0	0	0	301	0	0	0
Myb	33.444444	0	0	0	0	301	0	0	0	0	0
Ifit2	33.444444	0	0	0	0	0	0	301	0	0	0
Gm10471	33.444444	0	0	0	0	0	0	301	0	0	0
Dpysl3	33.444444	0	0	0	0	0	0	301	0	0	0
Zdhhc21	33.333333	0	0	0	0	300	0	0	0	0	0
Tmem267	33.333333	0	0	0	0	300	0	0	0	0	0
Ric8b	33.333333	0	0	0	0	0	0	300	0	0	0
Ppp1r13b	33.333333	0	0	0	0	194	106	0	0	0	0
Leng8	33.333333	0	0	0	0	0	0	300	0	0	0
Grtp1	33.333333	0	0	0	0	300	0	0	0	0	0
Chmp5	33.333333	0	0	0	0	300	0	0	0	0	0
Bag1	33.333333	0	0	0	0	300	0	0	0	0	0
Zfp110	33.222222	0	0	0	0	0	0	299	0	0	0
Tbccd1	33.222222	0	0	0	0	0	0	299	0	0	0
Rxylt1	33.222222	0	0	0	0	168	131	0	0	0	0
Pex11b	33.222222	0	0	0	0	0	0	299	0	0	0
H1f0	33.222222	0	0	0	0	131	0	168	0	0	0
Gcat	33.222222	0	0	0	0	131	0	168	0	0	0
Dnajb11	33.222222	0	0	0	0	0	0	299	0	0	0
Ap5s1	33.222222	0	0	0	0	0	0	299	0	0	0
Sytl3	33.111111	0	0	0	0	0	0	298	0	0	0
Rnf11	33.111111	0	0	0	0	149	149	0	0	0	0
Psmc3ip	33.111111	0	0	0	0	0	0	298	0	0	0
Phip	33.111111	0	0	0	0	169	129	0	0	0	0
Meis2	33.111111	0	0	0	0	0	0	298	0	0	0
Dynlt1f	33.111111	0	0	0	0	0	0	298	0	0	0
Dynlt1c	33.111111	0	0	0	0	0	0	298	0	0	0
Zfyve28	33.000000	0	0	0	0	207	90	0	0	0	0
Zfp46	33.000000	0	0	0	0	0	0	297	0	0	0
Zdhhc6	33.000000	0	0	0	0	0	0	297	0	0	0
Zbtb18	33.000000	0	0	0	0	182	115	0	0	0	0
Vti1a	33.000000	0	0	0	0	0	0	297	0	0	0
Supt4a	33.000000	0	0	0	0	0	0	297	0	0	0
Rhod	33.000000	0	0	0	0	141	0	156	0	0	0
Cfap99	33.000000	0	0	0	0	207	90	0	0	0	0
Wdr34	32.888889	0	0	0	0	0	0	296	0	0	0
Sub1	32.888889	0	0	0	0	190	106	0	0	0	0
Snx24	32.888889	0	0	0	0	176	120	0	0	0	0
Smyd3	32.888889	0	0	0	0	0	0	296	0	0	0
Rab11fip2	32.888889	0	0	0	0	296	0	0	0	0	0
Fdps	32.888889	0	0	0	0	0	0	296	0	0	0
Zfp472	32.777778	0	0	0	0	0	0	295	0	0	0
Tmem192	32.777778	0	0	0	0	190	0	105	0	0	0
Stim2	32.777778	0	0	0	0	176	119	0	0	0	0
Ralgds	32.777778	0	0	0	0	197	98	0	0	0	0
Pxk	32.777778	0	0	0	0	138	157	0	0	0	0
Pkdcc	32.777778	0	0	0	0	295	0	0	0	0	0
Hipk1	32.777778	0	0	0	0	142	153	0	0	0	0
Eif2b2	32.777778	0	0	0	0	0	0	295	0	0	0
Ppfibp1	32.666667	0	0	0	0	294	0	0	0	0	0
Myg1	32.666667	0	0	0	0	0	0	294	0	0	0
Gtf3c5	32.666667	0	0	0	0	0	0	294	0	0	0
Cdk5rap2	32.666667	0	0	0	0	0	0	294	0	0	0
Ube2e1	32.555556	0	0	0	0	293	0	0	0	0	0
Rapgef5	32.555556	0	0	0	0	182	111	0	0	0	0
Necab2	32.555556	0	0	0	0	293	0	0	0	0	0
Dnase2a	32.555556	0	0	0	0	0	0	293	0	0	0
Cc2d1b	32.555556	0	0	0	0	293	0	0	0	0	0
Arf2	32.555556	0	0	0	0	0	0	293	0	0	0
Haus5	32.444444	0	0	0	0	0	0	292	0	0	0
Fcsk	32.444444	0	0	0	0	0	0	292	0	0	0
Zranb3	32.333333	0	0	0	0	0	0	291	0	0	0
Wdr75	32.333333	0	0	0	0	0	146	145	0	0	0
Syngr3	32.333333	0	0	0	0	0	0	291	0	0	0
Susd6	32.333333	0	0	0	0	172	119	0	0	0	0
R3hdm1	32.333333	0	0	0	0	0	0	291	0	0	0
Nuak1	32.333333	0	0	0	0	119	172	0	0	0	0
Myc	32.333333	0	0	0	0	0	0	291	0	0	0
Mdm1	32.333333	0	0	0	0	0	0	291	0	0	0
Large1	32.333333	0	0	0	0	184	107	0	0	0	0
Kdelr2	32.333333	0	0	0	0	223	0	68	0	0	0
Ezr	32.333333	0	0	0	0	0	0	291	0	0	0
Zfyve21	32.222222	0	0	0	0	0	0	290	0	0	0
Xrcc3	32.222222	0	0	0	0	0	0	290	0	0	0
Tpgs2	32.222222	0	0	0	0	154	136	0	0	0	0
Thrap3	32.222222	0	0	0	0	0	0	135	155	0	0
Rasip1	32.222222	0	0	0	0	290	0	0	0	0	0
Plxdc1	32.222222	0	0	0	0	202	0	88	0	0	0
Mfsd5	32.222222	0	0	0	0	290	0	0	0	0	0
Hscb	32.222222	0	0	0	0	0	0	290	0	0	0
Chek2	32.222222	0	0	0	0	0	0	290	0	0	0
Basp1	32.222222	0	0	0	0	290	0	0	0	0	0
AW554918	32.222222	0	0	0	0	154	136	0	0	0	0
Wdcp	32.111111	0	0	0	0	0	0	289	0	0	0
Slc20a1	32.111111	0	0	0	0	130	0	159	0	0	0
Sipa1l1	32.111111	0	0	0	0	167	122	0	0	0	0
Scn5a	32.111111	0	0	0	0	289	0	0	0	0	0
Lrrc8b	32.111111	0	0	0	0	289	0	0	0	0	0
Kat6a	32.111111	0	0	0	0	289	0	0	0	0	0
Gxylt1	32.111111	0	0	0	0	289	0	0	0	0	0
Epb41	32.111111	0	0	0	0	181	108	0	0	0	0
Atp1a3	32.111111	0	0	0	153	136	0	0	0	0	0
Sptbn4	32.000000	0	0	0	0	181	107	0	0	0	0
Osgepl1	32.000000	0	0	0	0	0	0	288	0	0	0
Nadsyn1	32.000000	0	0	0	0	0	0	288	0	0	0
Itga9	32.000000	0	0	0	0	142	146	0	0	0	0
Dhcr7	32.000000	0	0	0	0	0	0	288	0	0	0
Cblb	32.000000	0	0	0	0	0	0	288	0	0	0
Nepro	31.888889	0	0	0	0	113	0	174	0	0	0
Mrpl24	31.888889	0	0	0	0	0	0	287	0	0	0
Mrfap1	31.888889	0	0	0	0	0	0	287	0	0	0
Gm27021	31.888889	0	0	0	0	162	125	0	0	0	0
Emc8	31.888889	0	0	0	0	162	125	0	0	0	0
Dact2	31.888889	0	0	0	0	125	162	0	0	0	0
Cox4i1	31.888889	0	0	0	0	162	125	0	0	0	0
Zc3hav1l	31.777778	0	0	0	0	286	0	0	0	0	0
Ppa1	31.777778	0	0	0	0	286	0	0	0	0	0
Mtap	31.777778	0	0	0	0	0	0	286	0	0	0
Metap1d	31.777778	0	0	0	0	0	0	286	0	0	0
Vrk2	31.666667	0	0	0	0	0	0	285	0	0	0
Vps35	31.666667	0	0	0	0	0	0	285	0	0	0
Usp39	31.666667	0	0	0	0	0	0	285	0	0	0
Prickle4	31.666667	0	0	0	0	285	0	0	0	0	0
Plec	31.666667	0	0	0	0	285	0	0	0	0	0
Orc6	31.666667	0	0	0	0	0	0	285	0	0	0
Ncoa2	31.666667	0	0	0	0	195	90	0	0	0	0
Hmces	31.666667	0	0	0	0	154	131	0	0	0	0
H2-DMa	31.666667	0	0	0	0	0	0	285	0	0	0
Frs3	31.666667	0	0	0	0	285	0	0	0	0	0
Fnbp1l	31.666667	0	0	0	0	285	0	0	0	0	0
Brd2	31.666667	0	0	0	0	0	0	285	0	0	0
Aplf	31.666667	0	0	0	0	0	0	285	0	0	0
0610030E20Rik	31.666667	0	0	0	0	0	0	285	0	0	0
Rap1gds1	31.555556	0	0	0	0	284	0	0	0	0	0
Rab11b	31.555556	0	0	0	0	0	0	284	0	0	0
Nat8	31.555556	0	0	0	0	0	0	284	0	0	0
Fanca	31.555556	0	0	0	0	0	0	284	0	0	0
Cenpc1	31.555556	0	0	0	0	0	0	284	0	0	0
Slc19a2	31.444444	0	0	0	0	0	131	152	0	0	0
Nek7	31.444444	0	0	0	0	283	0	0	0	0	0
Mxi1	31.444444	0	0	0	0	283	0	0	0	0	0
Mtfr2	31.444444	0	0	0	0	0	0	283	0	0	0
LOC114841036	31.444444	0	0	0	0	0	0	283	0	0	0
Fam81a	31.444444	0	0	0	0	136	0	147	0	0	0
Sltm	31.333333	0	0	0	0	165	117	0	0	0	0
Sdk1	31.333333	0	0	0	0	141	141	0	0	0	0
Plod1	31.333333	0	0	0	0	282	0	0	0	0	0
Cluap1	31.333333	0	0	0	0	0	0	282	0	0	0
Cln6	31.333333	0	0	0	0	282	0	0	0	0	0
Cenpf	31.333333	0	0	0	0	0	0	282	0	0	0
Ccdc34	31.333333	0	0	0	0	0	0	282	0	0	0
2510039O18Rik	31.333333	0	0	0	0	282	0	0	0	0	0
1700037C18Rik	31.333333	0	0	0	0	0	0	282	0	0	0
Zswim6	31.222222	0	0	0	0	281	0	0	0	0	0
Tspan3	31.222222	0	0	0	0	150	131	0	0	0	0
Thap4	31.222222	0	0	0	0	281	0	0	0	0	0
Rtn2	31.222222	0	0	0	0	0	0	281	0	0	0
Lrrtm1	31.222222	0	0	0	0	0	0	281	0	0	0
Fryl	31.222222	0	0	0	0	131	0	150	0	0	0
Fam220a	31.222222	0	0	0	0	281	0	0	0	0	0
Dcaf12	31.222222	0	0	0	0	0	0	281	0	0	0
Atg4b	31.222222	0	0	0	0	281	0	0	0	0	0
Atg16l1	31.222222	0	0	0	0	79	0	202	0	0	0
Tbc1d15	31.111111	0	0	0	0	0	0	280	0	0	0
Taf1	31.111111	0	0	0	0	0	0	280	0	0	0
Pcid2	31.111111	0	0	0	0	280	0	0	0	0	0
Opn3	31.111111	0	0	0	0	121	0	159	0	0	0
Med6	31.111111	0	0	0	0	0	0	280	0	0	0
Gpr27	31.111111	0	0	0	0	280	0	0	0	0	0
Eif4a3	31.111111	0	0	0	0	0	0	280	0	0	0
Ddc	31.111111	0	0	0	0	0	0	280	0	0	0
Cul4a	31.111111	0	0	0	0	280	0	0	0	0	0
Chml	31.111111	0	0	0	0	121	0	159	0	0	0
Atp10a	31.111111	0	0	0	0	0	0	280	0	0	0
Agfg1	31.111111	0	0	0	0	280	0	0	0	0	0
Agbl5	31.111111	0	0	0	0	157	0	123	0	0	0
Rpl23	31.000000	0	0	0	0	119	0	160	0	0	0
Ranbp3	31.000000	0	0	0	0	0	0	279	0	0	0
Kif20b	31.000000	0	0	0	0	0	0	279	0	0	0
Dlgap3	31.000000	0	0	0	0	168	111	0	0	0	0
Aff3	31.000000	0	0	0	0	279	0	0	0	0	0
Wdr33	30.888889	0	0	0	0	0	0	278	0	0	0
Septin8	30.888889	0	0	0	0	278	0	0	0	0	0
Gtf2ird1	30.888889	0	0	0	0	278	0	0	0	0	0
Fam172a	30.888889	0	0	0	0	0	0	278	0	0	0
Dnajc11	30.888889	0	0	0	0	129	149	0	0	0	0
Ddx11	30.888889	0	0	0	0	0	0	278	0	0	0
Zbtb42	30.777778	0	0	0	0	277	0	0	0	0	0
Vezf1	30.777778	0	0	0	0	277	0	0	0	0	0
Snx3	30.777778	0	0	0	0	0	0	277	0	0	0
Pprc1	30.777778	0	0	0	0	131	146	0	0	0	0
Lsm5	30.777778	0	0	0	0	0	0	277	0	0	0
Kdf1	30.777778	0	0	0	0	277	0	0	0	0	0
Gm42323	30.777778	0	0	0	0	277	0	0	0	0	0
Cox7a2	30.777778	0	0	0	0	0	0	277	0	0	0
Bend4	30.777778	0	0	0	0	277	0	0	0	0	0
Akt1	30.777778	0	0	0	0	277	0	0	0	0	0
Slc31a2	30.666667	0	0	0	0	0	0	276	0	0	0
Rpl24	30.666667	0	0	0	0	0	0	276	0	0	0
Rfc1	30.666667	0	0	0	0	0	0	276	0	0	0
Rccd1	30.666667	0	0	0	0	0	0	276	0	0	0
Nol12	30.666667	0	0	0	0	0	0	276	0	0	0
Nfx1	30.666667	0	0	0	0	138	138	0	0	0	0
Arhgap19	30.666667	0	0	0	0	0	0	276	0	0	0
St3gal2	30.555556	0	0	0	0	275	0	0	0	0	0
Mrps35	30.555556	0	0	0	0	275	0	0	0	0	0
Grasp	30.555556	0	0	0	0	111	164	0	0	0	0
Ebpl	30.555556	0	0	0	0	0	0	275	0	0	0
Ppp1r8	30.444444	0	0	0	0	0	0	274	0	0	0
Mef2d	30.444444	0	0	0	0	154	120	0	0	0	0
Jag2	30.444444	0	0	0	0	274	0	0	0	0	0
Fadd	30.444444	0	0	0	0	0	0	274	0	0	0
Exo1	30.444444	0	0	0	0	0	0	274	0	0	0
Eloa	30.444444	0	0	0	0	274	0	0	0	0	0
Arfgef2	30.444444	0	0	0	0	274	0	0	0	0	0
Ajuba	30.444444	0	0	0	0	274	0	0	0	0	0
Utp3	30.333333	0	0	0	0	0	0	273	0	0	0
Usp43	30.333333	0	0	0	0	0	0	273	0	0	0
Ptrhd1	30.333333	0	0	0	0	0	0	273	0	0	0
Igf2bp3	30.333333	0	0	0	0	121	152	0	0	0	0
Cenpo	30.333333	0	0	0	0	0	0	273	0	0	0
Zfp319	30.222222	0	0	0	0	272	0	0	0	0	0
Usb1	30.222222	0	0	0	0	272	0	0	0	0	0
Slc9a1	30.222222	0	0	0	0	0	0	272	0	0	0
Cltb	30.222222	0	0	0	0	135	0	137	0	0	0
Bub1	30.222222	0	0	0	0	0	0	272	0	0	0
Zdhhc23	30.111111	0	0	0	0	271	0	0	0	0	0
Wasf3	30.111111	0	0	0	0	271	0	0	0	0	0
Tsacc	30.111111	0	0	0	0	0	0	271	0	0	0
Tomm40	30.111111	0	0	0	0	0	0	271	0	0	0
Rwdd1	30.111111	0	0	0	0	271	0	0	0	0	0
Ptprg	30.111111	0	0	0	0	271	0	0	0	0	0
Pax6	30.111111	0	0	0	0	0	0	271	0	0	0
Jag1	30.111111	0	0	0	0	271	0	0	0	0	0
Fubp3	30.111111	0	0	0	0	271	0	0	0	0	0
Derl3	30.111111	0	0	0	0	0	0	271	0	0	0
Cct3	30.111111	0	0	0	0	0	0	271	0	0	0
Ccdc167	30.111111	0	0	0	0	0	0	271	0	0	0
Capns1	30.111111	0	0	0	0	0	0	271	0	0	0
Ptprz1	30.000000	0	0	0	0	270	0	0	0	0	0
Itprip	30.000000	0	0	0	85	0	0	185	0	0	0
Champ1	30.000000	0	0	0	0	270	0	0	0	0	0
Sos2	29.888889	0	0	0	0	269	0	0	0	0	0
Qtrt2	29.888889	0	0	0	0	0	0	269	0	0	0
Prmt8	29.888889	0	0	0	0	269	0	0	0	0	0
Mageb3	29.888889	0	0	0	0	0	0	269	0	0	0
Lsm4	29.888889	0	0	0	0	0	0	269	0	0	0
Ctdspl2	29.888889	0	0	0	0	0	0	269	0	0	0
Ctdp1	29.888889	0	0	0	0	160	109	0	0	0	0
Ccdc191	29.888889	0	0	0	0	0	0	269	0	0	0
Adam10	29.888889	0	0	0	0	0	0	269	0	0	0
2310057M21Rik	29.888889	0	0	0	0	0	0	269	0	0	0
Zfp668	29.777778	0	0	0	0	156	0	112	0	0	0
Zfp646	29.777778	0	0	0	0	156	0	112	0	0	0
Zfp382	29.777778	0	0	0	0	0	0	268	0	0	0
Zfp1	29.777778	0	0	0	0	138	0	130	0	0	0
Xpnpep3	29.777778	0	0	0	0	0	0	268	0	0	0
St13	29.777778	0	0	0	0	0	0	268	0	0	0
Poglut3	29.777778	0	0	0	0	268	0	0	0	0	0
Atf6	29.777778	0	0	0	0	0	0	268	0	0	0
Sox1	29.666667	0	0	0	0	135	132	0	0	0	0
Rgmb	29.666667	0	0	0	0	0	0	267	0	0	0
Med13	29.666667	0	0	0	0	161	106	0	0	0	0
Gfpt1	29.666667	0	0	0	0	267	0	0	0	0	0
Carhsp1	29.666667	0	0	0	0	0	0	267	0	0	0
Ahsg	29.666667	0	0	0	0	0	0	267	0	0	0
Uba2	29.555556	0	0	0	0	0	0	266	0	0	0
Ttf1	29.555556	0	0	0	0	0	0	266	0	0	0
Tmx2	29.555556	0	0	0	0	0	0	266	0	0	0
Pcx	29.555556	0	0	0	0	0	0	266	0	0	0
Nudc	29.555556	0	0	0	0	0	0	266	0	0	0
Med19	29.555556	0	0	0	0	0	0	266	0	0	0
Hand2	29.555556	0	0	0	0	266	0	0	0	0	0
Cfap77	29.555556	0	0	0	0	0	0	266	0	0	0
Trappc1	29.444444	0	0	0	0	0	0	265	0	0	0
Slf1	29.444444	0	0	0	0	0	0	265	0	0	0
Rps3	29.444444	0	0	0	0	0	0	265	0	0	0
Psmd7	29.444444	0	0	0	0	99	0	166	0	0	0
Kcnab3	29.444444	0	0	0	0	0	0	265	0	0	0
Gbx2	29.444444	0	0	0	0	135	130	0	0	0	0
Dnmt3a	29.444444	0	0	0	0	160	105	0	0	0	0
Cntrob	29.444444	0	0	0	0	0	0	265	0	0	0
2210408I21Rik	29.444444	0	0	0	0	0	0	265	0	0	0
Tcof1	29.333333	0	0	0	0	0	0	264	0	0	0
Pdcd4	29.333333	0	0	0	0	144	120	0	0	0	0
Natd1	29.333333	0	0	0	0	128	0	136	0	0	0
Hspb1	29.333333	0	0	0	0	142	122	0	0	0	0
Fbxl22	29.333333	0	0	0	0	264	0	0	0	0	0
Cbx1	29.333333	0	0	0	0	0	0	264	0	0	0
Upf3a	29.222222	0	0	0	0	91	0	172	0	0	0
Tmem132b	29.222222	0	0	0	0	125	138	0	0	0	0
St3gal5	29.222222	0	0	0	0	263	0	0	0	0	0
Slc50a1	29.222222	0	0	0	0	0	0	263	0	0	0
Prpf18	29.222222	0	0	0	0	0	0	263	0	0	0
Mt1	29.222222	0	0	0	0	0	0	263	0	0	0
Mlycd	29.222222	0	0	0	0	263	0	0	0	0	0
Kremen1	29.222222	0	0	0	0	263	0	0	0	0	0
Frat2	29.222222	0	0	0	0	263	0	0	0	0	0
Dpm3	29.222222	0	0	0	0	0	0	263	0	0	0
Cyc1	29.222222	0	0	0	0	263	0	0	0	0	0
Ppil4	29.111111	0	0	0	0	0	0	262	0	0	0
Neu1	29.111111	0	0	0	0	0	0	262	0	0	0
Kcnb1	29.111111	0	0	0	0	163	99	0	0	0	0
Ccdc130	29.111111	0	0	0	0	0	0	262	0	0	0
Smyd2	29.000000	0	0	0	0	261	0	0	0	0	0
Shc3	29.000000	0	0	0	0	0	0	261	0	0	0
Serhl	29.000000	0	0	0	0	0	0	261	0	0	0
Sec11c	29.000000	0	0	0	0	0	0	261	0	0	0
Rpp30	29.000000	0	0	0	0	0	0	261	0	0	0
Ppp4r4	29.000000	0	0	0	0	128	0	133	0	0	0
Pex5	29.000000	0	0	0	0	261	0	0	0	0	0
Med16	29.000000	0	0	0	0	0	0	261	0	0	0
Ibtk	29.000000	0	0	0	0	261	0	0	0	0	0
Hpdl	29.000000	0	0	0	0	0	0	261	0	0	0
Fign	29.000000	0	0	0	0	261	0	0	0	0	0
Cfap100	29.000000	0	0	0	0	0	0	261	0	0	0
Tcea1	28.888889	0	0	0	0	105	0	155	0	0	0
Tbc1d1	28.888889	0	0	0	0	260	0	0	0	0	0
Sall3	28.888889	0	0	0	0	151	109	0	0	0	0
Ptk7	28.888889	0	0	0	0	260	0	0	0	0	0
Nedd1	28.888889	0	0	0	0	0	0	260	0	0	0
Mcur1	28.888889	0	0	0	0	260	0	0	0	0	0
Lims1	28.888889	0	0	0	0	260	0	0	0	0	0
Fcgr4	28.888889	0	0	0	0	0	0	260	0	0	0
Tut7	28.777778	0	0	0	0	259	0	0	0	0	0
Sestd1	28.777778	0	0	0	0	259	0	0	0	0	0
Poc1b	28.777778	0	0	0	0	259	0	0	0	0	0
Maco1	28.777778	0	0	0	0	259	0	0	0	0	0
Galnt4	28.777778	0	0	0	0	259	0	0	0	0	0
Ergic1	28.777778	0	0	0	0	259	0	0	0	0	0
Aard	28.777778	0	0	0	0	259	0	0	0	0	0
Yap1	28.666667	0	0	0	0	258	0	0	0	0	0
Odf2l	28.666667	0	0	0	0	0	0	258	0	0	0
Mgat4b	28.666667	0	0	0	0	141	117	0	0	0	0
Igfbp2	28.666667	0	0	0	0	258	0	0	0	0	0
Hcfc1	28.666667	0	0	0	0	0	0	258	0	0	0
Crls1	28.666667	0	0	0	0	152	106	0	0	0	0
Cfap20	28.666667	0	0	0	0	0	0	258	0	0	0
Ankle2	28.666667	0	0	0	0	258	0	0	0	0	0
Zfp512	28.555556	0	0	0	0	0	0	257	0	0	0
Tnnc1	28.555556	0	0	0	0	257	0	0	0	0	0
Tial1	28.555556	0	0	0	0	0	0	257	0	0	0
Pkn3	28.555556	0	0	0	0	0	0	257	0	0	0
Nisch	28.555556	0	0	0	0	257	0	0	0	0	0
Mvb12b	28.555556	0	0	0	0	159	98	0	0	0	0
Kif1c	28.555556	0	0	0	0	257	0	0	0	0	0
Inca1	28.555556	0	0	0	0	257	0	0	0	0	0
Fdft1	28.555556	0	0	0	0	0	0	257	0	0	0
B3galnt1	28.555556	0	0	0	0	154	103	0	0	0	0
Zfp36l1	28.444444	0	0	0	0	0	0	256	0	0	0
Whrn	28.444444	0	0	0	0	256	0	0	0	0	0
Stk35	28.444444	0	0	0	0	0	0	256	0	0	0
Soga1	28.444444	0	0	0	0	256	0	0	0	0	0
Sdf2l1	28.444444	0	0	0	0	0	0	256	0	0	0
Rab25	28.444444	0	0	0	0	0	0	256	0	0	0
Prkce	28.444444	0	0	0	0	0	0	256	0	0	0
Ppp2r5c	28.444444	0	0	0	0	256	0	0	0	0	0
Pid1	28.444444	0	0	0	0	256	0	0	0	0	0
Phlda1	28.444444	0	0	0	0	256	0	0	0	0	0
Micu3	28.444444	0	0	0	0	256	0	0	0	0	0
Fzd3	28.444444	0	0	0	0	129	127	0	0	0	0
Fbxo16	28.444444	0	0	0	0	129	127	0	0	0	0
Ascc3	28.444444	0	0	0	0	256	0	0	0	0	0
Abhd17a	28.444444	0	0	0	0	256	0	0	0	0	0
Wdr62	28.333333	0	0	0	0	0	0	255	0	0	0
Rnf113a2	28.333333	0	0	0	0	0	0	255	0	0	0
Mmp11	28.333333	0	0	0	0	255	0	0	0	0	0
Kcnh2	28.333333	0	0	0	0	159	96	0	0	0	0
Chchd10	28.333333	0	0	0	0	255	0	0	0	0	0
Myo10	28.222222	0	0	0	0	0	0	254	0	0	0
Dpep2	28.222222	0	0	0	0	0	0	254	0	0	0
Cox5b	28.222222	0	0	0	0	0	0	254	0	0	0
Camsap3	28.222222	0	0	0	0	254	0	0	0	0	0
Atp5j2	28.222222	0	0	0	0	0	0	254	0	0	0
Smyd4	28.111111	0	0	0	0	0	0	253	0	0	0
Rpa1	28.111111	0	0	0	0	0	0	253	0	0	0
Reln	28.111111	0	0	0	0	253	0	0	0	0	0
Prdm2	28.111111	0	0	0	0	253	0	0	0	0	0
Phox2a	28.111111	0	0	0	0	253	0	0	0	0	0
Hcfc2	28.111111	0	0	0	0	253	0	0	0	0	0
Gm45915	28.111111	0	0	0	0	152	101	0	0	0	0
Cct5	28.111111	0	0	0	0	0	0	253	0	0	0
Atpsckmt	28.111111	0	0	0	0	0	0	253	0	0	0
Apmap	28.111111	0	0	0	0	0	0	253	0	0	0
Zfp672	28.000000	0	0	0	0	0	0	252	0	0	0
Xkr6	28.000000	0	0	0	0	252	0	0	0	0	0
Sh3bp5l	28.000000	0	0	0	0	0	0	252	0	0	0
Rufy1	28.000000	0	0	0	0	252	0	0	0	0	0
Rpap2	28.000000	0	0	0	0	252	0	0	0	0	0
Pank1	28.000000	0	0	0	0	109	143	0	0	0	0
Mettl9	28.000000	0	0	0	0	125	127	0	0	0	0
Glmn	28.000000	0	0	0	0	252	0	0	0	0	0
Dnmt1	28.000000	0	0	0	0	0	0	252	0	0	0
Dcaf7	28.000000	0	0	0	0	0	0	252	0	0	0
Cacna2d2	28.000000	0	0	0	0	110	142	0	0	0	0
Zfp81	27.888889	0	0	0	0	0	0	251	0	0	0
Zfp574	27.888889	0	0	0	0	0	0	251	0	0	0
Yipf1	27.888889	0	0	0	0	0	0	251	0	0	0
Relt	27.888889	0	0	0	0	251	0	0	0	0	0
Ppox	27.888889	0	0	0	0	0	0	251	0	0	0
Mvk	27.888889	0	0	0	0	0	0	251	0	0	0
Mmab	27.888889	0	0	0	0	0	0	251	0	0	0
Mindy4	27.888889	0	0	0	0	0	0	251	0	0	0
Mapk3	27.888889	0	0	0	0	0	0	251	0	0	0
Grik5	27.888889	0	0	0	0	0	0	251	0	0	0
